index,ind_id,gender,car_owner,property_owner,children,annual_income,type_income,education,marital_status,housing_type,age,experience,family_members,label,experience1,annual_income1
771,5023587,M,N,N,0,12.21849517,Working,Secondary / secondary special,Separated,House / apartment,39,4.171330723,1,0,17.4,202500
772,5028547,M,Y,N,1,12.58621995,Working,Secondary / secondary special,Separated,House / apartment,35,1.702938637,2,0,2.9,292500
773,5053636,F,N,N,0,12.32385568,Pensioner,Higher education,Separated,House / apartment,60,0,1,0,0,225000
774,5149402,F,N,N,1,11.81303006,Commercial associate,Secondary / secondary special,Married,With parents,38,1.788854382,3,0,3.2,135000
775,5095554,F,N,N,0,11.24504602,Pensioner,Secondary / secondary special,Married,House / apartment,64,0,2,0,0,76500
776,5067090,M,N,N,0,12.10071213,Working,Secondary / secondary special,Married,House / apartment,37,3.577708764,2,0,12.8,180000
777,5010865,M,Y,Y,1,13.01700286,Commercial associate,Secondary / secondary special,Married,House / apartment,50,1.378404875,3,0,1.9,450000
778,5041147,F,N,Y,0,11.40756495,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,64,0,2,0,0,90000
779,5105555,F,N,Y,0,11.96718074,Working,Secondary / secondary special,Married,House / apartment,54,3.521363372,2,0,12.4,157500
780,5136976,F,N,N,0,12.63134038,State servant,Higher education,Married,House / apartment,35,3.911521443,2,0,15.3,306000
781,5058366,F,N,N,0,11.40756495,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,55,0,1,0,0,90000
782,5066458,F,Y,Y,0,11.81303006,Working,Secondary / secondary special,Separated,House / apartment,43.92149035,1.974841766,1,0,3.9,135000
783,5045844,F,Y,N,0,12.17303279,Working,Secondary / secondary special,Married,House / apartment,57,4.959838707,2,0,24.6,193500
785,5062362,F,N,Y,0,12.50617724,Pensioner,Higher education,Married,House / apartment,57,0,2,0,0,270000
786,5010596,F,N,Y,0,11.6307085,Pensioner,Secondary / secondary special,Married,House / apartment,63,0,2,0,0,112500
787,5113472,M,N,Y,0,12.21849517,Working,Secondary / secondary special,Married,House / apartment,53,0.948683298,2,0,0.9,202500
788,5041535,F,N,Y,0,12.10071213,Commercial associate,Secondary / secondary special,Widow,House / apartment,54,2,1,0,4,180000
789,5066617,F,N,Y,0,11.84581988,Working,Secondary / secondary special,Married,House / apartment,51,0.632455532,2,0,0.4,139500
790,5126751,M,Y,N,2,11.81303006,Working,Secondary / secondary special,Married,With parents,46,1.224744871,4,0,1.5,135000
791,5009908,M,Y,N,0,12.21849517,Working,Secondary / secondary special,Married,House / apartment,52,3.16227766,2,0,10,202500
792,5068337,F,Y,Y,0,11.6307085,Working,Higher education,Married,House / apartment,28,1.183215957,2,0,1.4,112500
793,5105535,M,Y,Y,0,11.74403719,Pensioner,Secondary / secondary special,Separated,House / apartment,56,0,1,0,0,126000
794,5061724,F,N,Y,0,12.17303279,Pensioner,Incomplete higher,Widow,House / apartment,67,0,1,0,0,193500
795,5028919,F,Y,Y,0,11.6307085,Working,Secondary / secondary special,Married,House / apartment,47,2.213594362,2,0,4.9,112500
796,5035627,M,Y,Y,0,12.72932079,Working,Higher education,Married,House / apartment,50,4.301162634,2,0,18.5,337500
797,5074705,F,N,Y,0,11.96718074,Working,Higher education,Single / not married,House / apartment,61,5.385164807,1,0,29,157500
798,5114061,M,Y,N,1,12.17303279,Working,Higher education,Married,House / apartment,49,3.31662479,3,0,11,193500
799,5100373,F,N,Y,2,12.10071213,Commercial associate,Secondary / secondary special,Married,House / apartment,35,3.286335345,4,0,10.8,180000
800,5112765,F,Y,N,1,12.66032792,Commercial associate,Higher education,Married,House / apartment,30,2.387467277,3,0,5.7,315000
801,5045439,M,Y,Y,0,12.10071213,Pensioner,Higher education,Married,House / apartment,65,0,2,0,0,180000
802,5113922,F,N,N,0,11.40756495,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,64,0,1,0,0,90000
803,5037125,M,Y,N,0,12.10071213,Working,Higher education,Married,With parents,32,2.469817807,2,0,6.1,180000
804,5029538,F,N,Y,0,11.6307085,Working,Higher education,Civil marriage,House / apartment,35,1.816590212,2,0,3.3,112500
805,5010078,M,Y,N,2,11.96718074,Working,Secondary / secondary special,Married,Municipal apartment,34,1.760681686,4,0,3.1,157500
806,5085861,F,N,Y,0,11.81303006,Working,Secondary / secondary special,Married,House / apartment,50,3.768288736,2,0,14.2,135000
807,5009146,M,Y,N,0,12.66032792,Working,Higher education,Married,House / apartment,43,3.193743885,2,0,10.2,315000
808,5149433,F,Y,Y,0,11.6307085,Working,Secondary / secondary special,Widow,House / apartment,54,2.683281573,1,0,7.2,112500
809,5061753,F,N,Y,0,11.81303006,Pensioner,Secondary / secondary special,Married,House / apartment,63,0,2,0,0,135000
810,5143009,M,Y,N,1,11.50287513,Pensioner,Secondary / secondary special,Married,House / apartment,51,0,3,0,0,99000
811,5079017,M,Y,Y,2,13.71015004,Commercial associate,Higher education,Married,House / apartment,27,1.643167673,4,0,2.7,900000
812,5096318,M,Y,N,0,12.50617724,Commercial associate,Higher education,Single / not married,House / apartment,26,0.632455532,1,0,0.4,270000
813,5038615,F,N,N,1,11.6307085,Commercial associate,Higher education,Married,With parents,34,3,3,0,9,112500
814,5047670,F,N,N,1,12.10071213,State servant,Higher education,Married,House / apartment,39,2.607680962,3,0,6.8,180000
815,5044987,F,N,Y,0,11.86182022,Pensioner,Higher education,Married,House / apartment,56,0,2,0,0,141750
816,5036828,F,N,Y,0,12.10071213,Working,Higher education,Married,House / apartment,53,3.449637662,2,0,11.9,180000
817,5139892,F,N,Y,0,11.6307085,State servant,Secondary / secondary special,Civil marriage,House / apartment,51,4.062019202,2,0,16.5,112500
818,5135446,F,N,Y,1,12.32385568,Working,Secondary / secondary special,Married,With parents,27,0.707106781,3,0,0.5,225000
819,5095586,F,N,N,0,12.50617724,Working,Incomplete higher,Civil marriage,House / apartment,24,0.894427191,2,0,0.8,270000
820,5068963,M,Y,N,0,12.21849517,Working,Higher education,Married,House / apartment,42,2.898275349,2,0,8.4,202500
821,5022047,M,Y,Y,0,11.81303006,Working,Secondary / secondary special,Married,Office apartment,41,4.722287581,2,0,22.3,135000
822,5048121,M,Y,Y,2,12.58621995,Commercial associate,Secondary / secondary special,Married,House / apartment,33,2.701851217,4,0,7.3,292500
823,5117219,F,N,Y,0,12.21849517,Working,Secondary / secondary special,Civil marriage,House / apartment,30,2.323790008,2,0,5.4,202500
824,5009821,F,Y,N,0,11.50287513,Working,Secondary / secondary special,Married,House / apartment,41,3.872983346,2,0,15,99000
825,5033500,M,N,Y,0,12.21849517,Commercial associate,Secondary / secondary special,Married,House / apartment,48,2.34520788,2,0,5.5,202500
826,5058281,F,N,Y,0,12.63134038,Commercial associate,Higher education,Married,House / apartment,41,3.065941943,2,0,9.4,306000
827,5054373,F,N,N,0,11.90834024,Pensioner,Secondary / secondary special,Widow,House / apartment,57,0,1,0,0,148500
828,5142988,F,N,N,1,11.81303006,Working,Higher education,Married,House / apartment,29,2.024845673,3,0,4.1,135000
829,5137229,M,Y,N,0,12.10071213,Commercial associate,Secondary / secondary special,Married,Municipal apartment,39,2.720294102,2,0,7.4,180000
830,5113373,F,N,Y,1,12.10071213,Pensioner,Higher education,Married,House / apartment,52,0,3,0,0,180000
831,5053152,F,N,Y,0,11.96718074,Pensioner,Secondary / secondary special,Widow,House / apartment,65,0,1,0,0,157500
832,5090386,F,N,Y,0,12.41916586,Commercial associate,Higher education,Single / not married,House / apartment,59,2.073644135,1,0,37.6,247500
833,5142899,F,N,N,0,11.6307085,Commercial associate,Higher education,Single / not married,With parents,25,0.774596669,1,0,0.6,112500
834,5113510,M,Y,Y,0,12.10071213,Working,Secondary / secondary special,Married,House / apartment,47,0.632455532,2,0,0.4,180000
835,5091457,F,N,Y,2,11.54732689,Working,Secondary / secondary special,Married,House / apartment,43.92149035,4.254409477,4,0,18.1,103500
836,5009791,F,N,N,0,12.19602231,Pensioner,Secondary / secondary special,Widow,House / apartment,60,0,1,0,0,198000
837,5149484,F,Y,Y,1,11.81303006,Commercial associate,Higher education,Married,House / apartment,31,2.607680962,3,0,6.8,135000
838,5092221,M,N,N,0,11.11988288,State servant,Secondary / secondary special,Married,House / apartment,32,2.774887385,2,0,7.7,67500
839,5067003,M,Y,Y,0,12.21849517,Working,Secondary / secondary special,Married,House / apartment,51,5.709640969,2,0,32.6,202500
840,5023838,F,Y,N,0,12.66032792,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,54,1.732050808,2,0,3,315000
841,5095433,F,N,Y,0,12.58621995,Working,Higher education,Married,House / apartment,51,5.039841267,2,0,25.4,292500
842,5033797,F,Y,Y,0,11.90834024,Commercial associate,Secondary / secondary special,Married,Office apartment,47,2.48997992,2,0,6.2,148500
843,5022803,F,Y,Y,0,12.21849517,Working,Higher education,Widow,House / apartment,33,2.024845673,1,0,4.1,202500
844,5104953,M,Y,Y,0,12.10071213,Working,Secondary / secondary special,Married,House / apartment,59,2.569046516,2,0,6.6,180000
845,5100098,F,N,Y,0,11.40756495,Working,Secondary / secondary special,Married,House / apartment,30,1.516575089,2,0,2.3,90000
846,5091792,M,Y,Y,1,11.81303006,Working,Secondary / secondary special,Married,House / apartment,42,2.846049894,3,0,8.1,135000
847,5149805,F,N,Y,0,11.81303006,State servant,Incomplete higher,Single / not married,With parents,27,2.387467277,1,0,5.7,135000
848,5089681,F,N,N,0,12.47227569,Commercial associate,Incomplete higher,Married,House / apartment,27,1.702938637,2,0,2.9,261000
849,5052678,F,N,Y,1,11.81303006,Working,Higher education,Married,House / apartment,43,4.732863826,3,0,22.4,135000
850,5116809,F,N,Y,0,11.6307085,Working,Secondary / secondary special,Married,House / apartment,50,1.378404875,2,0,1.9,112500
851,5143353,M,Y,N,0,11.81303006,Working,Secondary / secondary special,Married,House / apartment,29,1.949358869,2,0,3.8,135000
852,5090232,F,N,Y,0,11.81303006,Working,Secondary / secondary special,Widow,House / apartment,60,5.08920426,1,0,25.9,135000
853,5117095,M,Y,Y,0,12.79385931,Pensioner,Secondary / secondary special,Married,House / apartment,38,0,2,0,0,360000
854,5088987,F,N,N,2,12.04941884,Working,Secondary / secondary special,Married,House / apartment,40,1.788854382,4,0,3.2,171000
855,5021584,F,N,N,1,10.60905725,State servant,Secondary / secondary special,Married,Rented apartment,36,2.302172887,3,0,5.3,40500
856,5009291,F,N,N,0,11.77912851,Working,Secondary / secondary special,Civil marriage,House / apartment,41,3.633180425,2,0,13.2,130500
857,5051007,F,N,N,0,12.63134038,Commercial associate,Higher education,Married,House / apartment,29,1.923538406,2,0,3.7,306000
858,5024263,F,Y,N,0,12.21849517,Commercial associate,Secondary / secondary special,Married,Municipal apartment,58,1.760681686,2,0,3.1,202500
859,5125771,F,N,Y,0,11.6307085,Working,Secondary / secondary special,Married,House / apartment,64,1.140175425,2,0,1.3,112500
860,5021879,M,Y,N,2,11.6307085,Working,Secondary / secondary special,Married,House / apartment,36,0.774596669,4,0,0.6,112500
861,5137247,F,N,N,0,11.40756495,Working,Secondary / secondary special,Married,House / apartment,48,3,2,0,9,90000
862,5096336,F,Y,N,0,11.9381932,Pensioner,Secondary / secondary special,Widow,House / apartment,65,0,1,0,0,153000
863,5061762,F,Y,N,1,11.81303006,Working,Higher education,Married,Rented apartment,31,1.224744871,3,0,1.5,135000
864,5069117,F,N,Y,0,12.10071213,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,0,1,0,0,180000
865,5009579,F,N,N,0,11.6307085,Pensioner,Secondary / secondary special,Married,House / apartment,58,0,2,0,0,112500
866,5048319,F,N,N,0,11.40756495,Working,Higher education,Separated,House / apartment,60,2.049390153,1,0,4.2,90000
867,5023389,M,Y,Y,2,11.96718074,Commercial associate,Higher education,Married,House / apartment,37,2.387467277,4,0,5.7,157500
868,5143457,M,Y,Y,0,12.41916586,State servant,Secondary / secondary special,Civil marriage,House / apartment,33,2.19089023,2,0,4.8,247500
869,5089225,M,N,N,0,11.6307085,Pensioner,Secondary / secondary special,Married,House / apartment,63,0,2,0,0,112500
870,5069257,F,Y,Y,1,11.11988288,Working,Secondary / secondary special,Married,House / apartment,35,1.61245155,3,0,2.6,67500
871,5044939,M,N,Y,2,12.79385931,State servant,Higher education,Married,House / apartment,44,3.924283374,4,0,15.4,360000
873,5149413,F,N,Y,2,12.66032792,Commercial associate,Higher education,Married,House / apartment,30,0.707106781,4,0,0.5,315000
874,5062745,F,N,Y,0,11.96718074,Working,Secondary / secondary special,Married,House / apartment,41,1.760681686,2,0,3.1,157500
875,5105565,M,N,Y,0,11.81303006,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63,0,2,0,0,135000
876,5114544,F,N,Y,0,12.02275059,Working,Incomplete higher,Married,House / apartment,30,3.31662479,2,0,11,166500
877,5100352,M,N,N,0,12.10071213,Working,Secondary / secondary special,Married,House / apartment,43.92149035,3.687817783,2,0,13.6,180000
878,5078841,M,N,Y,0,12.32385568,Working,Secondary / secondary special,Married,House / apartment,56,3,2,0,9,225000
879,5117392,F,N,N,0,11.81303006,Commercial associate,Incomplete higher,Single / not married,House / apartment,48,0.948683298,1,0,0.9,135000
880,5022189,F,N,N,1,11.81303006,Commercial associate,Secondary / secondary special,Separated,House / apartment,42,4.679743583,2,0,21.9,135000
881,5105422,F,N,Y,0,12.17303279,Working,Secondary / secondary special,Single / not married,House / apartment,51,5.14781507,1,0,26.5,193500
882,5143453,M,Y,Y,0,12.41916586,State servant,Secondary / secondary special,Civil marriage,House / apartment,33,2.19089023,2,0,4.8,247500
883,5067832,F,Y,Y,0,12.66032792,Working,Higher education,Married,House / apartment,59,1.264911064,2,0,1.6,315000
884,5090995,M,Y,Y,0,12.91164235,Working,Higher education,Married,House / apartment,28,2.683281573,2,0,7.2,405000
885,5089512,F,Y,N,1,12.91164235,Working,Secondary / secondary special,Married,Rented apartment,38,2.144761059,3,0,4.6,405000
886,5116373,F,N,N,1,11.40756495,Working,Secondary / secondary special,Married,With parents,28,1.643167673,3,0,2.7,90000
887,5149106,M,N,Y,2,12.50617724,Working,Secondary / secondary special,Married,House / apartment,34,3.146426545,4,0,9.9,270000
888,5091737,F,Y,Y,0,12.40081672,Working,Secondary / secondary special,Single / not married,House / apartment,40,2.366431913,1,0,5.6,243000
889,5052620,M,Y,Y,1,12.10071213,Commercial associate,Secondary / secondary special,Married,House / apartment,44,2.34520788,3,0,5.5,180000
890,5087819,M,N,Y,2,11.6307085,Working,Secondary / secondary special,Married,House / apartment,43,2.073644135,4,0,4.3,112500
891,5139757,M,Y,Y,0,12.72932079,Working,Higher education,Married,House / apartment,65,4.527692569,2,0,20.5,337500
892,5113639,F,N,N,0,11.81303006,Pensioner,Higher education,Married,Municipal apartment,54,0,2,0,0,135000
893,5052811,F,N,Y,0,11.66992921,Working,Secondary / secondary special,Married,House / apartment,47,3.521363372,2,0,12.4,117000
894,5095751,F,N,N,0,12.21849517,Working,Secondary / secondary special,Married,With parents,35,0.948683298,2,0,0.9,202500
895,5096785,F,Y,Y,0,12.50617724,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,2,0,0,270000
896,5062286,M,N,Y,0,12.21849517,Commercial associate,Secondary / secondary special,Married,House / apartment,23,1.732050808,2,0,3,202500
897,5090805,F,N,N,0,11.81303006,Working,Secondary / secondary special,Single / not married,House / apartment,46,4.254409477,1,0,18.1,135000
898,5079075,F,N,Y,0,12.28303369,Working,Secondary / secondary special,Married,House / apartment,43,2.121320344,2,0,4.5,216000
899,5146447,F,N,Y,0,11.81303006,Working,Secondary / secondary special,Widow,House / apartment,39,1.58113883,1,0,2.5,135000
900,5051008,F,N,N,1,12.32385568,Commercial associate,Secondary / secondary special,Married,House / apartment,29,3.049590136,3,0,9.3,225000
901,5100106,M,Y,N,0,11.30220443,Working,Secondary / secondary special,Married,House / apartment,48,2.983286778,2,0,8.9,81000
902,5094896,M,Y,Y,1,12.10071213,Working,Secondary / secondary special,Civil marriage,House / apartment,39,3.286335345,3,0,10.8,180000
903,5050894,M,Y,N,0,12.58621995,Pensioner,Secondary / secondary special,Married,House / apartment,52,0,2,0,0,292500
904,5054414,M,N,N,0,12.32385568,Commercial associate,Higher education,Married,With parents,36,3.728270376,2,0,13.9,225000
905,5025791,F,N,Y,0,11.96718074,Working,Secondary / secondary special,Married,House / apartment,51,3.146426545,2,0,9.9,157500
906,5067949,F,N,Y,0,11.96718074,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50,3.130495168,1,0,9.8,157500
907,5142482,M,Y,N,2,12.02275059,Commercial associate,Higher education,Married,House / apartment,34,1.816590212,4,0,3.3,166500
908,5041271,M,N,Y,0,13.00695253,Commercial associate,Higher education,Separated,House / apartment,53,2.607680962,1,0,6.8,445500
909,5115957,F,Y,Y,0,12.10071213,Working,Secondary / secondary special,Widow,House / apartment,42,3.435112807,1,0,11.8,180000
910,5010881,F,N,Y,0,10.71441777,Pensioner,Secondary / secondary special,Married,House / apartment,57,0,2,0,0,45000
911,5029423,F,N,Y,1,12.66032792,State servant,Secondary / secondary special,Civil marriage,House / apartment,31,2.626785107,3,0,6.9,315000
912,5105159,M,N,Y,2,13.01700286,Commercial associate,Higher education,Married,House / apartment,34,2.449489743,4,0,6,450000
913,5029610,F,Y,Y,0,12.10071213,Commercial associate,Higher education,Single / not married,House / apartment,42,4.427188724,1,0,19.6,180000
914,5117450,F,N,N,2,11.40756495,Working,Secondary / secondary special,Married,House / apartment,33,0.547722558,4,0,0.3,90000
916,5023949,M,Y,Y,1,11.90834024,Working,Secondary / secondary special,Married,House / apartment,41,3.768288736,3,0,14.2,148500
917,5089737,F,Y,N,0,11.81303006,Working,Secondary / secondary special,Married,House / apartment,52,4.301162634,2,0,18.5,135000
918,5143402,M,Y,Y,0,11.87756858,Commercial associate,Higher education,Married,House / apartment,53,2.549509757,2,0,6.5,144000
919,5041921,M,N,N,0,11.81303006,Pensioner,Secondary / secondary special,Married,House / apartment,43.92149035,0,2,0,0,135000
920,5136909,M,N,N,1,12.79385931,Working,Secondary / secondary special,Married,House / apartment,42,2.828427125,3,0,8,360000
921,5143596,F,N,N,0,11.40756495,Working,Secondary / secondary special,Civil marriage,House / apartment,32,3.016620626,2,0,9.1,90000
922,5095939,M,N,N,0,11.96718074,Working,Secondary / secondary special,Married,House / apartment,48,3.146426545,2,0,9.9,157500
923,5113343,M,N,Y,2,11.81303006,Working,Secondary / secondary special,Married,House / apartment,31,3.54964787,4,0,12.6,135000
924,5142920,F,N,N,1,12.58621995,Working,Incomplete higher,Married,House / apartment,34,3.31662479,3,0,11,292500
925,5114294,F,N,N,0,11.6307085,State servant,Secondary / secondary special,Widow,House / apartment,53,3.794733192,1,0,14.4,112500
926,5088055,F,N,Y,0,12.28303369,Working,Secondary / secondary special,Single / not married,House / apartment,49,2.898275349,1,0,8.4,216000
927,5142815,M,Y,N,0,11.74403719,Commercial associate,Incomplete higher,Married,House / apartment,28,2.828427125,2,0,8,126000
928,5054460,M,Y,N,1,11.81303006,Working,Secondary / secondary special,Married,House / apartment,52,2.28035085,3,0,5.2,135000
929,5113134,F,N,Y,0,12.14950229,Pensioner,Incomplete higher,Widow,House / apartment,60,0,1,0,0,189000
930,5069380,M,N,Y,0,12.72932079,Working,Secondary / secondary special,Single / not married,House / apartment,46,1.870828693,1,0,3.5,337500
931,5065798,F,N,Y,0,10.70436743,Pensioner,Secondary / secondary special,Married,House / apartment,63,0,2,0,0,44550
932,5036396,F,Y,Y,0,11.6307085,Working,Secondary / secondary special,Civil marriage,House / apartment,37,1.843908891,2,0,3.4,112500
933,5148535,F,N,Y,1,11.96718074,Working,Secondary / secondary special,Married,House / apartment,29,2.167948339,3,0,4.7,157500
934,5105436,M,N,Y,2,11.6307085,Working,Secondary / secondary special,Civil marriage,House / apartment,39,2.50998008,4,0,6.3,112500
935,5105412,F,N,Y,2,11.81303006,Working,Secondary / secondary special,Married,House / apartment,35,2.049390153,4,0,4.2,135000
936,5026177,M,Y,Y,0,11.81303006,Working,Secondary / secondary special,Married,House / apartment,53,4.626013402,2,0,21.4,135000
937,5142584,M,Y,Y,0,12.6165253,Working,Secondary / secondary special,Married,Rented apartment,25,1.549193338,2,0,2.4,301500
938,5054297,F,Y,N,0,11.6307085,Working,Secondary / secondary special,Married,House / apartment,39,4.494441011,2,0,20.2,112500
939,5118108,M,Y,N,0,11.40756495,Working,Secondary / secondary special,Single / not married,House / apartment,23,1.732050808,1,0,3,90000
940,5054106,F,N,N,0,11.11988288,Pensioner,Secondary / secondary special,Separated,House / apartment,59,0,1,0,0,67500
941,5010683,M,Y,Y,0,12.58621995,Working,Higher education,Married,House / apartment,28,2.469817807,2,0,6.1,292500
942,5045850,F,Y,Y,2,12.66032792,Commercial associate,Higher education,Married,With parents,35,1.897366596,4,0,3.6,315000
943,5058371,F,N,Y,0,11.66992921,Working,Secondary / secondary special,Married,House / apartment,48,1,2,0,1,117000
944,5068147,F,N,Y,0,11.96718074,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,0,1,0,0,157500
945,5137187,F,Y,N,0,11.11988288,Working,Secondary / secondary special,Married,House / apartment,31,2.302172887,2,0,5.3,67500
946,5139859,M,Y,Y,0,12.14950229,Pensioner,Secondary / secondary special,Separated,House / apartment,55,0,1,0,0,189000
947,5095873,F,N,N,0,12.21849517,Working,Higher education,Civil marriage,House / apartment,42,3.768288736,2,0,14.2,202500
948,5126809,M,N,Y,1,11.96718074,Commercial associate,Secondary / secondary special,Married,House / apartment,29,2.529822128,3,0,6.4,157500
949,5096604,F,Y,N,1,12.32385568,Working,Higher education,Civil marriage,House / apartment,37,1.643167673,3,0,2.7,225000
950,5036765,F,N,N,1,11.6307085,Working,Secondary / secondary special,Married,House / apartment,35,1.843908891,3,0,3.4,112500
951,5091880,F,Y,Y,0,12.21849517,Commercial associate,Secondary / secondary special,Married,House / apartment,51,4.393176527,2,0,19.3,202500
952,5090082,M,N,N,0,12.10071213,Commercial associate,Secondary / secondary special,Married,House / apartment,41,2.144761059,2,0,4.6,180000
953,5061481,F,N,Y,1,12.32385568,Commercial associate,Higher education,Married,House / apartment,26,2.48997992,3,0,6.2,225000
954,5125235,F,N,Y,2,11.96718074,Commercial associate,Higher education,Married,House / apartment,38,0.447213595,4,0,0.2,157500
955,5089474,M,N,N,0,12.10071213,Working,Higher education,Married,House / apartment,39,3.065941943,2,0,9.4,180000
956,5126021,F,N,N,1,11.6307085,Working,Secondary / secondary special,Civil marriage,House / apartment,41,2.701851217,3,0,7.3,112500
957,5114630,F,N,Y,0,11.30220443,Working,Secondary / secondary special,Married,House / apartment,54,0.894427191,2,0,0.8,81000
958,5010225,F,Y,Y,1,11.40756495,State servant,Secondary / secondary special,Married,House / apartment,48,4.69041576,3,0,22,90000
959,5118526,F,N,Y,0,12.10071213,Commercial associate,Higher education,Married,House / apartment,61,1.183215957,2,0,1.4,180000
960,5061340,F,N,Y,0,11.45635511,Pensioner,Secondary / secondary special,Widow,House / apartment,67,0,1,0,0,94500
961,5118527,F,N,Y,0,12.10071213,Commercial associate,Higher education,Married,House / apartment,61,1.183215957,2,0,1.4,180000
962,5090186,M,Y,Y,0,13.01700286,Pensioner,Higher education,Married,House / apartment,64,0,2,0,0,450000
963,5089596,M,Y,N,0,12.66032792,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38,1.643167673,2,0,2.7,315000
964,5066865,F,N,Y,2,10.89673933,Working,Secondary / secondary special,Married,House / apartment,27,1.483239697,4,0,2.2,54000
965,5061832,F,N,Y,0,11.6307085,Pensioner,Secondary / secondary special,Married,House / apartment,62,0,2,0,0,112500
966,5009941,F,N,Y,2,11.96718074,Working,Secondary / secondary special,Married,House / apartment,29,2.529822128,4,0,6.4,157500
967,5052731,F,N,Y,0,12.10071213,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38,1.760681686,2,0,3.1,180000
968,5137175,F,N,N,0,12.32385568,Working,Secondary / secondary special,Married,House / apartment,55,3.209361307,2,0,10.3,225000
969,5045614,M,Y,Y,1,12.79385931,Working,Higher education,Married,House / apartment,43,1.897366596,3,0,3.6,360000
970,5067926,F,N,Y,0,11.6307085,Pensioner,Secondary / secondary special,Widow,House / apartment,62,0,1,0,0,112500
971,5047870,M,Y,Y,1,12.58621995,Commercial associate,Higher education,Married,House / apartment,34,3.016620626,3,0,9.1,292500
972,5025161,M,N,N,0,12.79385931,Working,Secondary / secondary special,Civil marriage,House / apartment,34,3.754996671,2,0,14.1,360000
973,5145694,M,Y,Y,0,12.32385568,Working,Higher education,Single / not married,With parents,26,1.341640786,1,0,1.8,225000
974,5113455,F,N,Y,1,11.74403719,Commercial associate,Secondary / secondary special,Married,House / apartment,50,3.361547263,3,0,11.3,126000
975,5150164,F,N,N,0,11.81303006,Pensioner,Secondary / secondary special,Widow,Municipal apartment,65,0,1,0,0,135000
976,5126321,F,N,N,0,12.50617724,Working,Secondary / secondary special,Married,House / apartment,49,2.167948339,2,0,4.7,270000
977,5088450,F,N,Y,0,11.96718074,State servant,Secondary / secondary special,Widow,House / apartment,63,2.366431913,1,0,5.6,157500
978,5068631,F,Y,Y,0,12.28303369,Working,Secondary / secondary special,Married,House / apartment,58,3.16227766,2,0,10,216000
979,5021693,M,Y,Y,2,12.72932079,Working,Incomplete higher,Married,House / apartment,34,2.144761059,4,0,4.6,337500
980,5111172,M,Y,Y,0,12.32385568,Working,Higher education,Married,Rented apartment,29,1.140175425,2,0,1.3,225000
981,5029184,F,N,Y,1,11.58988651,Working,Secondary / secondary special,Married,House / apartment,44,3.54964787,3,0,12.6,108000
982,5069051,M,Y,N,0,12.32385568,Commercial associate,Secondary / secondary special,Married,House / apartment,49,2.607680962,2,0,6.8,225000
983,5046379,F,N,N,0,12.10071213,Working,Incomplete higher,Married,House / apartment,54,2.28035085,2,0,5.2,180000
984,5118477,F,N,Y,0,12.10071213,Working,Secondary / secondary special,Married,House / apartment,48,1.549193338,2,0,2.4,180000
985,5106118,F,Y,Y,1,11.81303006,Working,Higher education,Married,House / apartment,37,1.048808848,3,0,1.1,135000
986,5024148,F,Y,N,0,12.10071213,Working,Higher education,Married,With parents,31,1.673320053,2,0,2.8,180000
987,5112966,F,N,N,0,11.6307085,Working,Secondary / secondary special,Married,House / apartment,52,5.412947441,2,0,29.3,112500
988,5089240,F,N,N,0,12.50617724,State servant,Secondary / secondary special,Separated,House / apartment,53,2.073644135,1,0,33.8,270000
989,5067262,F,Y,Y,0,12.50617724,Working,Secondary / secondary special,Married,House / apartment,55,2.167948339,2,0,4.7,270000
990,5045255,F,N,Y,1,12.50617724,Working,Secondary / secondary special,Married,House / apartment,57,3.178049716,3,0,10.1,270000
991,5044478,F,N,N,0,11.81303006,Working,Secondary / secondary special,Married,House / apartment,43.92149035,2.469817807,2,0,6.1,135000
992,5136020,M,Y,N,1,12.7685415,Commercial associate,Secondary / secondary special,Married,House / apartment,44,4.816637832,3,0,23.2,351000
993,5033418,M,Y,N,0,12.21849517,Commercial associate,Secondary / secondary special,Married,House / apartment,29,2.449489743,2,0,6,202500
994,5021737,F,N,Y,0,12.14950229,Pensioner,Secondary / secondary special,Widow,House / apartment,57,0,1,0,0,189000
995,5023231,M,Y,Y,0,12.50617724,Working,Secondary / secondary special,Separated,House / apartment,48,1.923538406,1,0,3.7,270000
996,5029225,F,Y,Y,0,11.87756858,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,59,0,2,0,0,144000
997,5028909,F,N,N,0,11.11988288,Working,Secondary / secondary special,Married,House / apartment,27,2.258317958,2,0,5.1,67500
998,5090793,F,N,Y,0,12.41916586,Working,Higher education,Married,House / apartment,38,3.098386677,2,0,9.6,247500
999,5126517,M,Y,N,0,11.96718074,Working,Higher education,Married,House / apartment,56,2.48997992,2,0,6.2,157500
